EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM622,36,36-45,Married,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,201.00 ",5k-10k,$56.00 ,$928.00 ,14,Rarely,Near,Yes,80,Very Strong,18,18,14,4
RM623,32,26-35,Divorced,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,403.00 ",Upto 5k,$73.00 ,$117.00 ,11,Rarely,Moderate,No,80,Strong,8,5,2,0
RM624,30,26-35,Divorced,Male,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,Medium,Very High,Low,"$3,761.00 ",Upto 5k,$75.00 ,"$1,012.00 ",12,Frequently,Near,No,80,Neutral,10,5,4,0
RM625,53,46-55,Married,Female,No,Marketing,Low,Sales Executive,Sales,Senior,Medium,Very High,Low,"$10,934.00 ",10k-15k,$78.00 ,$661.00 ,18,Rarely,Near,Yes,80,Very Strong,35,5,2,0
RM626,45,36-45,Divorced,Male,No,Marketing,Very High,Sales Executive,Sales,Senior,High,Low,Low,"$10,761.00 ",10k-15k,$74.00 ,$930.00 ,12,Rarely,Near,Yes,80,Strong,18,5,4,0
RM627,32,26-35,Married,Female,No,Medical,High,Research Scientist,Research & Development,Intermediate,Very High,High,Low,"$5,175.00 ",5k-10k,$91.00 ,$638.00 ,12,Rarely,Near,No,80,Strong,9,5,3,1
RM628,52,46-55,Married,Female,No,Medical,High,Manufacturing Director,Research & Development,Manager,Medium,Very High,High,"$13,826.00 ",10k-15k,$81.00 ,$890.00 ,22,Frequently,Far,No,80,Strong,31,9,8,0
RM629,37,36-45,Divorced,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$6,334.00 ",5k-10k,$66.00 ,$342.00 ,19,Rarely,Moderate,No,80,Very Strong,9,1,0,0
RM630,28,26-35,Divorced,Male,No,Medical,Medium,Human Resources,Human Resources,Entry Level,Medium,Very High,Low,"$4,936.00 ",Upto 5k,$63.00 ,"$1,169.00 ",13,Rarely,Near,No,80,Very Strong,6,5,1,0
RM631,22,18-25,Married,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Very High,High,"$4,775.00 ",Upto 5k,$33.00 ,"$1,230.00 ",22,Rarely,Near,No,80,Weak,4,2,2,2
RM632,44,36-45,Married,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,Very High,Very High,High,"$2,818.00 ",Upto 5k,$62.00 ,$986.00 ,24,Rarely,Near,Yes,80,Strong,10,3,2,0
RM633,42,36-45,Single,Male,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,515.00 ",Upto 5k,$35.00 ,"$1,271.00 ",14,Frequently,Near,Yes,80,Very Strong,8,2,1,2
RM634,36,36-45,Married,Male,No,Life Sciences,Low,Human Resources,Human Resources,Entry Level,Medium,Low,High,"$2,342.00 ",Upto 5k,$77.00 ,"$1,278.00 ",21,Rarely,Near,No,80,Strong,6,5,4,0
RM635,25,18-25,Married,Male,No,Other,High,Sales Executive,Sales,Intermediate,High,Low,Low,"$4,194.00 ",Upto 5k,$98.00 ,$141.00 ,18,Rarely,Near,Yes,80,Very Strong,5,5,3,0
RM636,35,26-35,Married,Female,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Senior,Medium,High,High,"$10,685.00 ",10k-15k,$66.00 ,$607.00 ,20,Rarely,Near,Yes,80,Neutral,17,17,14,5
RM637,35,26-35,Divorced,Female,Yes,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$2,022.00 ",Upto 5k,$96.00 ,$130.00 ,19,Frequently,Far,Yes,80,Weak,10,10,2,7
RM638,32,26-35,Divorced,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,314.00 ",Upto 5k,$61.00 ,$300.00 ,12,Non,Near,No,80,Neutral,4,3,0,0
RM639,25,18-25,Married,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,Medium,Low,Low,"$4,256.00 ",Upto 5k,$87.00 ,$583.00 ,12,Rarely,Near,No,80,Weak,5,5,2,0
RM640,49,46-55,Married,Female,No,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$3,580.00 ",Upto 5k,$36.00 ,"$1,418.00 ",16,Rarely,Near,No,80,Neutral,7,4,2,0
RM641,24,18-25,Married,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$3,162.00 ",Upto 5k,$46.00 ,"$1,269.00 ",17,Non,Near,No,80,Very Strong,6,5,2,3
RM642,32,26-35,Married,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Medium,Low,"$6,524.00 ",5k-10k,$48.00 ,$379.00 ,14,Frequently,Near,No,80,Very Strong,10,10,8,5
RM643,38,36-45,Married,Male,No,Marketing,Medium,Sales Representative,Sales,Entry Level,Medium,Medium,Low,"$2,899.00 ",Upto 5k,$98.00 ,$395.00 ,19,Rarely,Near,No,80,Very Strong,3,2,2,1
RM644,42,36-45,Married,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Intermediate,Very High,Very High,Low,"$5,231.00 ",5k-10k,$95.00 ,"$1,265.00 ",13,Rarely,Near,Yes,80,Neutral,17,5,3,1
RM645,31,26-35,Married,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,356.00 ",Upto 5k,$48.00 ,"$1,222.00 ",19,Rarely,Moderate,Yes,80,Neutral,8,6,4,0
RM646,29,26-35,Divorced,Female,Yes,Medical,Medium,Sales Representative,Sales,Entry Level,Medium,High,Low,"$2,800.00 ",Upto 5k,$48.00 ,$341.00 ,19,Rarely,Near,Yes,80,Strong,5,3,2,0
RM647,53,46-55,Married,Male,No,Marketing,Low,Sales Executive,Sales,Manager,High,Very High,Low,"$11,836.00 ",10k-15k,$73.00 ,$868.00 ,14,Rarely,Near,No,80,Strong,28,2,0,2
RM648,35,26-35,Married,Male,No,Technical Degree,Very High,Manufacturing Director,Research & Development,Senior,Medium,Medium,Low,"$10,903.00 ",10k-15k,$78.00 ,$672.00 ,16,Rarely,Far,No,80,Weak,16,13,10,4
RM649,37,36-45,Married,Female,No,Medical,High,Sales Representative,Sales,Entry Level,High,Very High,Low,"$2,973.00 ",Upto 5k,$54.00 ,"$1,231.00 ",15,Frequently,Far,No,80,Neutral,10,5,4,0
RM650,53,46-55,Single,Female,No,Life Sciences,Very High,Research Director,Research & Development,Manager,High,Very High,Low,"$14,275.00 ",10k-15k,$72.00 ,$102.00 ,18,Rarely,Far,No,80,Strong,33,12,9,3
RM651,43,36-45,Married,Female,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$5,562.00 ",5k-10k,$33.00 ,$422.00 ,13,Frequently,Near,No,80,Neutral,12,5,2,2
RM652,47,46-55,Married,Female,No,Marketing,High,Sales Executive,Sales,Intermediate,High,Very High,High,"$4,537.00 ",Upto 5k,$35.00 ,$249.00 ,22,Rarely,Near,Yes,80,Weak,8,7,6,7
RM653,37,36-45,Single,Male,No,Medical,Low,Sales Executive,Sales,Senior,High,Medium,Low,"$7,642.00 ",5k-10k,$32.00 ,"$1,252.00 ",13,Non,Moderate,Yes,80,Very Strong,10,10,0,0
RM654,50,46-55,Divorced,Male,No,Life Sciences,Low,Manager,Research & Development,Manager,High,Low,Low,"$17,924.00 ",15k+,$98.00 ,$881.00 ,11,Non,Near,No,80,Very Strong,31,31,6,14
RM655,39,36-45,Married,Female,No,Life Sciences,Very High,Human Resources,Human Resources,Intermediate,Medium,Very High,Low,"$5,204.00 ",5k-10k,$42.00 ,"$1,383.00 ",11,Rarely,Near,No,80,Strong,13,5,4,0
RM656,33,26-35,Divorced,Male,No,Human Resources,Very High,Human Resources,Human Resources,Entry Level,High,Medium,Low,"$2,277.00 ",Upto 5k,$57.00 ,"$1,075.00 ",11,Rarely,Near,Yes,80,Strong,7,4,3,0
RM657,32,26-35,Single,Male,Yes,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,Very High,High,"$2,795.00 ",Upto 5k,$87.00 ,$374.00 ,24,Rarely,Far,Yes,80,Strong,1,1,0,0
RM658,29,26-35,Divorced,Female,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$2,532.00 ",Upto 5k,$62.00 ,"$1,086.00 ",14,Rarely,Near,No,80,Strong,8,4,3,0
RM659,44,36-45,Married,Male,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$2,559.00 ",Upto 5k,$61.00 ,$661.00 ,13,Rarely,Near,Yes,80,Very Strong,8,8,7,7
RM660,28,26-35,Single,Male,No,Medical,Low,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,908.00 ",Upto 5k,$98.00 ,$821.00 ,14,Rarely,Near,No,80,Neutral,4,4,2,0
RM661,58,55+,Divorced,Male,Yes,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$2,380.00 ",Upto 5k,$57.00 ,$781.00 ,14,Frequently,Near,Yes,80,Very Strong,3,1,0,0
RM662,43,36-45,Divorced,Female,No,Life Sciences,Low,Manufacturing Director,Research & Development,Intermediate,High,Medium,High,"$4,765.00 ",Upto 5k,$55.00 ,$177.00 ,21,Rarely,Near,No,80,Strong,4,1,0,0
RM663,20,18-25,Single,Female,Yes,Medical,High,Sales Representative,Sales,Entry Level,Medium,High,Low,"$2,044.00 ",Upto 5k,$49.00 ,$500.00 ,13,Rarely,Near,No,80,Very Strong,2,2,2,0
RM664,21,18-25,Single,Female,Yes,Other,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,693.00 ",Upto 5k,$65.00 ,"$1,427.00 ",19,Rarely,Moderate,No,80,Weak,1,1,0,0
RM665,36,36-45,Married,Male,No,Life Sciences,High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$6,586.00 ",5k-10k,$68.00 ,"$1,425.00 ",17,Rarely,Moderate,Yes,80,Weak,17,16,8,4
RM666,47,46-55,Single,Female,No,Life Sciences,Very High,Sales Representative,Sales,Entry Level,Medium,Very High,Low,"$3,294.00 ",Upto 5k,$65.00 ,"$1,454.00 ",18,Rarely,Near,Yes,80,Weak,3,3,2,1
RM667,22,18-25,Married,Female,Yes,Life Sciences,Medium,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$4,171.00 ",Upto 5k,$34.00 ,$617.00 ,19,Rarely,Near,Yes,80,Weak,4,3,2,0
RM668,41,36-45,Divorced,Female,Yes,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,Low,Very High,Low,"$2,778.00 ",Upto 5k,$57.00 ,"$1,085.00 ",13,Rarely,Near,Yes,80,Strong,10,7,7,1
RM669,28,26-35,Divorced,Female,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,377.00 ",Upto 5k,$77.00 ,$995.00 ,18,Rarely,Near,No,80,Neutral,6,2,2,2
RM670,39,36-45,Married,Male,Yes,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Low,High,"$2,404.00 ",Upto 5k,$70.00 ,"$1,122.00 ",21,Rarely,Near,Yes,80,Very Strong,8,2,2,2
RM671,27,26-35,Single,Female,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,318.00 ",Upto 5k,$76.00 ,$618.00 ,19,Rarely,Near,No,80,Strong,1,1,1,0
RM672,34,26-35,Divorced,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$2,008.00 ",Upto 5k,$83.00 ,$546.00 ,14,Rarely,Near,No,80,Neutral,1,1,0,1
RM673,42,36-45,Single,Female,No,Medical,High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$6,244.00 ",5k-10k,$68.00 ,$462.00 ,17,Rarely,Moderate,No,80,Weak,10,5,4,0
RM674,33,26-35,Single,Male,No,Other,High,Research Scientist,Research & Development,Entry Level,Medium,Low,Low,"$2,799.00 ",Upto 5k,$100.00 ,"$1,198.00 ",11,Rarely,Near,Yes,80,Neutral,6,3,2,0
RM675,58,55+,Divorced,Female,No,Technical Degree,High,Healthcare Representative,Research & Development,Senior,Medium,Medium,Low,"$10,552.00 ",10k-15k,$37.00 ,"$1,272.00 ",13,Rarely,Near,Yes,80,Very Strong,24,6,0,0
RM676,31,26-35,Married,Male,No,Life Sciences,Medium,Sales Representative,Sales,Entry Level,Medium,High,Low,"$2,329.00 ",Upto 5k,$41.00 ,$154.00 ,15,Rarely,Near,No,80,Neutral,13,7,7,5
RM677,35,26-35,Married,Female,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,High,Very High,High,"$4,014.00 ",Upto 5k,$51.00 ,"$1,137.00 ",25,Rarely,Far,Yes,80,Very Strong,10,10,6,0
RM678,49,46-55,Married,Female,No,Other,Low,Laboratory Technician,Research & Development,Senior,High,Medium,Low,"$7,403.00 ",5k-10k,$51.00 ,$527.00 ,11,Rarely,Near,No,80,Strong,29,26,9,1
RM679,48,46-55,Married,Male,No,Medical,Very High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,259.00 ",Upto 5k,$51.00 ,"$1,469.00 ",17,Rarely,Moderate,No,80,Weak,13,0,0,0
RM680,31,26-35,Married,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$6,932.00 ",5k-10k,$45.00 ,"$1,188.00 ",13,Non,Moderate,No,80,Very Strong,9,9,8,0
RM681,36,36-45,Single,Male,No,Other,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$4,678.00 ",Upto 5k,$65.00 ,$188.00 ,18,Rarely,Near,No,80,Strong,8,6,2,0
RM682,38,36-45,Married,Female,No,Technical Degree,Very High,Research Director,Research & Development,Senior,High,Low,Low,"$13,582.00 ",10k-15k,$80.00 ,"$1,333.00 ",13,Rarely,Near,No,80,Neutral,15,15,12,5
RM683,32,26-35,Married,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,High,"$2,332.00 ",Upto 5k,$70.00 ,"$1,184.00 ",20,Non,Near,No,80,Strong,5,3,0,0
RM684,25,18-25,Married,Male,Yes,Marketing,High,Sales Representative,Sales,Entry Level,Medium,Medium,Low,"$2,413.00 ",Upto 5k,$36.00 ,$867.00 ,18,Rarely,Moderate,Yes,80,Strong,1,1,0,0
RM685,40,36-45,Divorced,Male,No,Marketing,Low,Sales Executive,Sales,Senior,Medium,Medium,Low,"$9,705.00 ",5k-10k,$67.00 ,$658.00 ,12,Rarely,Near,No,80,Neutral,11,1,0,0
RM686,26,26-35,Single,Male,No,Medical,High,Sales Executive,Sales,Intermediate,Medium,Low,Low,"$4,294.00 ",Upto 5k,$52.00 ,"$1,283.00 ",12,Frequently,Near,No,80,Neutral,7,7,7,0
RM687,41,36-45,Single,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$4,721.00 ",Upto 5k,$59.00 ,$263.00 ,13,Rarely,Near,Yes,80,Strong,20,18,13,2
RM688,36,36-45,Single,Male,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,High,High,"$2,519.00 ",Upto 5k,$79.00 ,$938.00 ,21,Rarely,Near,No,80,Strong,16,11,8,3
RM689,19,18-25,Single,Male,Yes,Other,Very High,Sales Representative,Sales,Entry Level,Medium,Medium,Low,"$2,121.00 ",Upto 5k,$37.00 ,$419.00 ,13,Rarely,Far,Yes,80,Neutral,1,1,0,0
RM690,20,18-25,Single,Male,Yes,Technical Degree,Low,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,973.00 ",Upto 5k,$84.00 ,$129.00 ,19,Rarely,Near,No,80,Neutral,1,1,0,0
RM691,31,26-35,Married,Female,No,Medical,Very High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$5,855.00 ",5k-10k,$41.00 ,$616.00 ,11,Rarely,Moderate,Yes,80,Strong,10,9,7,8
RM692,40,36-45,Divorced,Male,No,Medical,Very High,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$3,617.00 ",Upto 5k,$35.00 ,"$1,469.00 ",14,Frequently,Near,Yes,80,Very Strong,3,1,1,0
RM693,32,26-35,Married,Female,No,Medical,High,Manufacturing Director,Research & Development,Intermediate,High,Low,Low,"$6,725.00 ",5k-10k,$93.00 ,$498.00 ,12,Rarely,Near,No,80,Strong,8,8,7,6
RM694,36,36-45,Married,Male,Yes,Life Sciences,High,Sales Executive,Sales,Senior,Medium,Very High,Low,"$10,325.00 ",10k-15k,$51.00 ,$530.00 ,11,Rarely,Near,Yes,80,Weak,16,16,7,3
RM695,33,26-35,Single,Female,No,Life Sciences,Medium,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,Low,"$6,949.00 ",5k-10k,$42.00 ,"$1,069.00 ",14,Rarely,Near,No,80,Weak,6,5,0,1
RM696,37,36-45,Married,Male,Yes,Life Sciences,Low,Sales Executive,Sales,Senior,Medium,High,Low,"$10,609.00 ",10k-15k,$46.00 ,$625.00 ,11,Rarely,Near,No,80,Strong,17,14,1,11
RM697,45,36-45,Married,Male,No,Life Sciences,High,Laboratory Technician,Research & Development,Intermediate,High,Medium,Low,"$4,447.00 ",Upto 5k,$57.00 ,$805.00 ,12,Non,Near,No,80,Neutral,9,9,7,0
RM698,29,26-35,Married,Female,No,Technical Degree,High,Sales Representative,Sales,Entry Level,High,Very High,Low,"$2,157.00 ",Upto 5k,$84.00 ,"$1,404.00 ",15,Frequently,Moderate,No,80,Neutral,3,3,1,0
RM699,35,26-35,Married,Female,No,Medical,High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,601.00 ",Upto 5k,$86.00 ,"$1,219.00 ",16,Rarely,Moderate,No,80,Neutral,5,5,2,1
RM700,52,46-55,Married,Male,No,Life Sciences,Very High,Manager,Research & Development,Manager,High,Very High,Low,"$17,099.00 ",15k+,$70.00 ,"$1,053.00 ",15,Rarely,Near,No,80,Neutral,26,9,8,7
RM701,58,55+,Single,Male,Yes,Technical Degree,Very High,Research Scientist,Research & Development,Entry Level,High,High,High,"$2,479.00 ",Upto 5k,$51.00 ,$289.00 ,24,Rarely,Near,No,80,Weak,7,1,0,0
RM702,53,46-55,Divorced,Male,No,Medical,High,Manager,Sales,Manager,High,High,Low,"$14,852.00 ",10k-15k,$45.00 ,"$1,376.00 ",13,Rarely,Near,No,80,Strong,22,17,13,15
RM703,30,26-35,Divorced,Male,No,Other,High,Sales Executive,Sales,Senior,High,High,Low,"$7,264.00 ",5k-10k,$62.00 ,$231.00 ,11,Rarely,Near,No,80,Weak,10,8,4,7
RM704,38,36-45,Single,Female,No,Technical Degree,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,666.00 ",5k-10k,$85.00 ,$152.00 ,13,Non,Near,Yes,80,Neutral,6,5,3,1
RM705,35,26-35,Divorced,Male,No,Life Sciences,Very High,Sales Executive,Sales,Senior,High,Very High,Low,"$7,823.00 ",5k-10k,$92.00 ,$882.00 ,13,Rarely,Near,No,80,Neutral,12,10,9,0
RM706,39,36-45,Single,Male,No,Life Sciences,Low,Sales Executive,Sales,Senior,Very High,High,Low,"$7,880.00 ",5k-10k,$41.00 ,$903.00 ,18,Rarely,Near,No,80,Very Strong,9,8,7,0
RM707,40,36-45,Single,Female,Yes,Life Sciences,Medium,Sales Executive,Sales,Manager,Very High,Medium,Low,"$13,194.00 ",10k-15k,$100.00 ,"$1,479.00 ",16,Non,Far,Yes,80,Very Strong,22,1,0,0
RM708,47,46-55,Divorced,Male,No,Medical,High,Manufacturing Director,Research & Development,Intermediate,Very High,High,Low,"$5,067.00 ",5k-10k,$64.00 ,"$1,379.00 ",19,Frequently,Moderate,Yes,80,Strong,20,19,10,2
RM709,36,36-45,Divorced,Male,No,Technical Degree,Low,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,079.00 ",5k-10k,$84.00 ,"$1,229.00 ",13,Non,Near,No,80,Very Strong,12,7,7,0
RM710,31,26-35,Single,Male,Yes,Medical,High,Research Scientist,Research & Development,Entry Level,Medium,Low,High,"$2,321.00 ",Upto 5k,$46.00 ,$335.00 ,22,Non,Near,Yes,80,Weak,4,3,2,1
RM711,33,26-35,Single,Male,No,Life Sciences,Very High,Manager,Sales,Manager,High,High,Low,"$17,444.00 ",15k+,$38.00 ,$722.00 ,11,Non,Moderate,No,80,Very Strong,10,10,8,6
RM712,29,26-35,Single,Female,Yes,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,Medium,Low,High,"$2,404.00 ",Upto 5k,$92.00 ,$906.00 ,20,Rarely,Near,Yes,80,Strong,3,0,0,0
RM713,33,26-35,Single,Female,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$3,452.00 ",Upto 5k,$53.00 ,$461.00 ,18,Rarely,Moderate,No,80,Weak,5,3,2,0
RM714,45,36-45,Divorced,Female,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,270.00 ",Upto 5k,$91.00 ,$974.00 ,14,Rarely,Near,No,80,Very Strong,8,5,3,0
RM715,50,46-55,Divorced,Male,No,Medical,Very High,Research Director,Research & Development,Manager,High,Very High,High,"$17,399.00 ",15k+,$66.00 ,"$1,126.00 ",22,Rarely,Near,No,80,Strong,32,5,4,1
RM716,33,26-35,Married,Female,No,Other,High,Healthcare Representative,Research & Development,Intermediate,Very High,Medium,Low,"$5,488.00 ",5k-10k,$84.00 ,$827.00 ,13,Frequently,Near,Yes,80,Weak,6,6,5,1
RM717,41,36-45,Divorced,Male,No,Medical,Low,Research Director,Research & Development,Executive,High,High,Low,"$19,419.00 ",15k+,$64.00 ,$840.00 ,17,Frequently,Near,No,80,Neutral,21,18,16,0
RM718,27,26-35,Married,Female,No,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$2,811.00 ",Upto 5k,$37.00 ,"$1,134.00 ",14,Rarely,Moderate,No,80,Neutral,4,2,2,2
RM719,45,36-45,Married,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Intermediate,High,Low,Low,"$3,633.00 ",Upto 5k,$42.00 ,$248.00 ,15,Non,Far,Yes,80,Strong,9,9,8,0
RM720,47,46-55,Single,Female,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,163.00 ",Upto 5k,$83.00 ,$955.00 ,17,Rarely,Near,Yes,80,Strong,9,9,0,0
RM721,30,26-35,Married,Female,Yes,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,132.00 ",Upto 5k,$48.00 ,$138.00 ,11,Rarely,Far,Yes,80,Neutral,7,5,2,0
RM722,50,46-55,Married,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Manager,High,High,Low,"$13,973.00 ",10k-15k,$95.00 ,$939.00 ,18,Rarely,Far,Yes,80,Very Strong,22,12,11,1
RM723,38,36-45,Married,Male,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,684.00 ",Upto 5k,$66.00 ,"$1,391.00 ",17,Frequently,Near,No,80,Neutral,3,2,1,0
RM724,46,46-55,Divorced,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,High,High,Low,"$10,845.00 ",10k-15k,$75.00 ,$566.00 ,13,Rarely,Near,No,80,Neutral,13,8,7,0
RM725,24,18-25,Divorced,Female,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,High,Low,"$4,377.00 ",Upto 5k,$41.00 ,"$1,206.00 ",15,Rarely,Moderate,No,80,Neutral,5,4,2,3
RM726,35,26-35,Divorced,Male,Yes,Other,High,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,High,"$3,743.00 ",Upto 5k,$39.00 ,$622.00 ,24,Rarely,Moderate,Yes,80,Very Strong,5,4,2,0
RM727,31,26-35,Married,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Intermediate,High,Low,Low,"$4,148.00 ",Upto 5k,$96.00 ,$853.00 ,12,Frequently,Near,No,80,Strong,4,4,3,0
RM728,18,18-25,Single,Male,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$1,051.00 ",Upto 5k,$73.00 ,$287.00 ,15,Non,Near,No,80,Very Strong,0,0,0,0
RM729,54,46-55,Married,Female,No,Technical Degree,High,Manufacturing Director,Research & Development,Senior,High,High,Low,"$10,739.00 ",10k-15k,$56.00 ,"$1,441.00 ",11,Rarely,Moderate,No,80,Strong,22,10,7,0
RM730,35,26-35,Divorced,Female,No,Medical,High,Healthcare Representative,Research & Development,Senior,High,High,Low,"$10,388.00 ",10k-15k,$57.00 ,$583.00 ,11,Rarely,Far,Yes,80,Strong,16,16,10,10
RM731,30,26-35,Married,Female,No,Life Sciences,Medium,Research Director,Research & Development,Senior,Very High,Low,Low,"$11,416.00 ",10k-15k,$73.00 ,$153.00 ,12,Rarely,Near,Yes,80,Strong,9,8,7,1
RM732,20,18-25,Single,Female,Yes,Medical,Very High,Research Scientist,Research & Development,Entry Level,Medium,Low,Low,"$2,600.00 ",Upto 5k,$98.00 ,"$1,097.00 ",15,Rarely,Moderate,Yes,80,Weak,1,1,0,0
RM733,30,26-35,Single,Female,Yes,Medical,Medium,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$2,422.00 ",Upto 5k,$60.00 ,$109.00 ,17,Frequently,Near,No,80,Weak,4,3,2,1
RM734,26,26-35,Married,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,Very High,Very High,Low,"$5,472.00 ",5k-10k,$32.00 ,"$1,066.00 ",12,Rarely,Near,No,80,Neutral,8,8,7,1
RM735,22,18-25,Married,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,Low,Low,Low,"$2,451.00 ",Upto 5k,$94.00 ,$217.00 ,15,Rarely,Near,No,80,Weak,4,4,3,1
RM736,48,46-55,Single,Male,No,Life Sciences,Low,Healthcare Representative,Research & Development,Intermediate,Medium,High,Low,"$4,240.00 ",Upto 5k,$97.00 ,$277.00 ,13,Rarely,Near,No,80,Very Strong,19,2,2,2
RM737,48,46-55,Single,Male,No,Life Sciences,High,Healthcare Representative,Research & Development,Senior,Medium,High,Low,"$10,999.00 ",10k-15k,$78.00 ,"$1,355.00 ",14,Rarely,Near,No,80,Neutral,27,15,11,4
RM738,41,36-45,Single,Female,No,Medical,Very High,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$5,003.00 ",5k-10k,$42.00 ,$549.00 ,14,Rarely,Near,No,80,Neutral,8,2,2,2
RM739,39,36-45,Married,Female,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Manager,Medium,Very High,Low,"$12,742.00 ",10k-15k,$65.00 ,$466.00 ,16,Rarely,Near,No,80,Strong,21,21,6,11
RM740,27,26-35,Married,Female,No,Life Sciences,Low,Manufacturing Director,Research & Development,Intermediate,High,Very High,Low,"$4,227.00 ",Upto 5k,$47.00 ,"$1,055.00 ",18,Rarely,Near,No,80,Neutral,4,3,2,2
RM741,35,26-35,Divorced,Male,No,Other,Medium,Laboratory Technician,Research & Development,Entry Level,High,Very High,High,"$3,917.00 ",Upto 5k,$45.00 ,$802.00 ,20,Rarely,Near,No,80,Weak,3,3,2,1
